I just want my truck back.	Aš tik noriu susigrąžinti sunkvežimį.
Until I find her and marry her.	Tol, kol rasiu ir vesiu ją.
The girl who can tame the burning blade.	Merginą, kuri sutramdys degančius ašmenis.
- The front door will get you nowhere.	- Pro paradines duris niekur nenueisi.
This place is a dump, Wang.	Vangai, čia tikras savartynas.
The stuff in these bottles is priceless.	Daiktai šiuose buteliuose - neįkainuojami.
Yeah. Ready when you are, Egg.	Taip, Egai, laukiame tik tavęs.
- Come on, Jack. Don't be afraid.	- Nagi, Džekai, nebijok.
- Where in the hell are we?	- Kur, po galais, mes esame?
- I mean black blood of the earth.	- Čia juodasis Žemės kraujas.
You will come out no more!	Tu daugiau nebeišlįsi!
Real close. And now for some more bad news.	O dabar pasakysiu dar vieną blogą naujieną.
- This gets worse? Come on!	- Yra kas nors dar blogiau?
- 2,258 years ago the First Sovereign Emperor...	- Prieš 2 258 metus pirmasis imperatorius...
He subjugated Lo Pan, made him of no flesh.	Pavergė Lo Peną, atėmė iš jo kūną.
- Get to the goddamn point, Egg.	- Egai, eik prie esmės.
We are getting ready to strike the final blow.	Mes ruošiamės suduoti lemiamą smūgį.
- If we reach Lo Pan...	- Jei pasieksime Lo Peną...
- When we reach Lo Pan.	- Kai pasieksime Lo Peną.
Yes. only a dream can kill a dream.	Sapną nužudyti gali tik kitas sapnas.
I've waited for this for a long time, Jack.	Džekai, aš to laukiau jau labai seniai.
- Yeah. Dressed for Lo Pan's wedding.	- Taip, ir jie apsirengę Lo Peno vestuvėms.
What it sees, Lo Pan knows.	Tai, ką mato jis, mato ir Lo Penas.
And this time they are not alone.	Be to, šį kartą jie ne vieni.
You never know till you try.	Juk reikia kam nors pabandyti.
You know what I don't like?	Žinai, kas man nepatinka?
We should not be in here, not this easily.	Mums nederėtų čia būti. Mums per lengvai einasi.
It's a setup, I'm tellin' ya.	Sakau jums, čia spąstai.
Lo Pan is about to take his queen.	Lo Penas tuoj gaus savo karalienę.
- I know. lt's an elevator.	- Žinau, čia liftas.
- This does what again, exactly?	- Gal gali dar kartą pasakyti, kas čia?
- As real as Lo Pan.	- Tokius tikrus kaip Lo Penas.
- What more can a guy ask for?	- Ir ko gi dar galima norėti?
Here's to America's colors, the colors that never run.	Už Amerikos vėliavos spalvas, už spalvas, kurios niekada nebėga nuo pavojaus.
May the wings of liberty never lose a feather.	Tegul iš laisvės sparnų niekada neiškrenta nei plunksnelė.
- I feel kind of invincible.	- Nenugalimas.
- I got a very positive attitude about this.	- Jaučiu, kad viskas bus labai gerai.
- And the ultimate evil spirit.	- Ir pati nedoriausia dvasia.
And now, my beloved disciples, the moment of truth.	Mano mylimieji mokiniai, dabar atėjo tiesos akimirka.
- I'd like to shoot that bastard.	- Norėčiau nušauti tą šunsnukį.
Then he is ours for certain!	Tada jis bus mūsų!
Come, my love. Give it to me.	Nagi, mano meile, atsiduok man.
Come, Miao Yin, it won't hurt.	Nagi, Miao Jin, tau neskaudės.
You never could beat me, Egg Shen.	Egai Šenai, niekada nenugalėsi manęs.
- Do you have a gun, I hope?	- Tikiuosi, kad tu turi ginklą?
I can handle him. I took something.	Įveiksiu jį. Aš kai ko išgėriau.
I can see things no one else can see.	Matau dalykus, kurių nemato niekas kitas.
- Why are you dressed like that?	- Kodėl tu taip apsirengusi?
Oh, God. Is this really happening?	O Dieve, ar tai vyksta iš tikrųjų?
I have suffered so much pain and agony.	Aš patyriau tiek skausmo ir agonijos.
No, you don't. You belong to Ch'ing-ti.	Ne, tu priklausai Čing Tai.
Is it too much to ask, Thunder?	Griaustini, ar prašau tiek jau daug?
I don't think he's gonna stop!	Nemanau, kad jis liausis!
- This whole place is melting!	- Visa aplinkui tirpsta! - Sveiki.
- How'd you get up there?	- Kaip jūs ten patekote?
- Do you have a spare?	- Ar turi atsarginį?
Course I do, but it's underneath the...	Žinoma, kad turiu, bet jis po...
- 6.9 on the Richter scale.	- 6,9 balo pagal Richterio skalę.
- Don't you know how to drive this thing?	- Ar tu bent moki jį vairuoti?
Doesn't that make you feel good?	Argi tai ne puiku?
- What are you doin', Jack?	- Džekai, ką tu darai?
Years ago I promised myself a long vacation.	Prieš daugelį metų pažadėjau sau ilgas atostogas.
Well, why don't you go on over to China?	Galėtum vykti į Kiniją.
Well, China's in the heart, Jack.	Džekai, Kinija yra mano širdyje.
Wherever I go, she's with me.	Kad ir kur benuvykčiau, ji visada su manimi.
- So what are you gonna call it?	- Kaip pavadinsi savo straipsnį?
Couldn't have that on my conscience.	Mano sąžinė to nepakeltų.
Well, let me think about it.	Leisk pagalvoti.
God, aren't you even gonna kiss her goodbye?	Dieve, nejaugi prieš išeidamas net nepabučiuosi jos?
Through dangers untold and hardships unnumbered -	Per nenusakomus pavojus ir nesuskaitomas kliūtis -
I can never remember that line.	Aš niekada neįsiminsiu šios eilutės.
You have no power over me.	Tu neturi man jokios galios.
Merlin, I do not believe it!	Neįtikėtina, Merlinai!
- Do not stand there in the rain.	- Nestovėk lietuje.
- Sarah, you are an hour late.	- Sara, tu vėluoji visą valandą.
- I said I was sorry.	- Aš pasakiau, kad gailiuosi.
- Your father and I rarely go out...	- Tavo tėvas ir aš retai išeiname ...
You do not know what my plans are.	Tu nežinai, kokie yra mano planai.
You do not even ask me anymore.	Tu manęs jau net nebeklausi.
Tell me if you have a date.	Pasakyk man, jei eini į pasimatymą.
You should have dates at your age.	Tavo amžiuje jau einama į pasimatymus.
I cannot do anything right, can I?	Aš nieko negaliu padaryti teisingai, ar ne?
Through dangers untold and hardships unnumbered -	Per nenusakomus pavojus ir nesuskaitomas kliūtis -
There is nothing to talk about.	Nėra apie ką kalbėti.
Hurry, or you will be late.	Paskubėk, arba pavėluosi.
We have fed Toby and put him to bed.	Mes pamaitinom Tobį ir paguldėm jį į lovytę.
We will be back around midnight.	Grįšim vidurnaktį.
You really did want to talk to me.	Tu tikrai nori pasikalbėti su manim.
You practically broke down the door.	Vos neišlaužei durų.
Someone has been in my room again.	Mano kambaryje vėl kažkas pabuvojo.
Someone take me away from this awful place!	Kas nors pasiimkite mane iš šios siaubingos vietos!
"Say your right words", the goblins said.	"Pasakyk teisingus žodžius", pasakė goblinai.
So the girl suffered in silence.	Taigi mergina kentė tylėdama.
- She is going to say it!	- Ji ruošiasi tai pasakyti!
She is going to say the words.	Ji ruošiasi ištarti žodžius.
I can bear it no longer!	Nebegaliu daugiau!
Where did she learn that rubbish?	Kur ji išmoko šių nesąmonių?
It does not start with "I wish".	Tai neprasideda žodžiais "Aš noriu".
- I want my brother back, please.	- Noriu, kad broliukas grįžtų, prašau.
- What is said is said.	- Kas pasakyta - pasakyta.
- But I did not mean it.	- Bet aš to nenorėjau.
- You know that very well.	- Tu tai puikiai žinai.
Sarah, go back to your room.	Sara, eik į savo kambarį.
Play with your toys and costumes.	Žaisk su savo lėlėmis ir kostiumais.
- I have brought you a gift.	- Atnešiau tau dovaną.
- You are no match for me, Sarah.	- Tavo jėgos nelygios manosioms, Sara.
- But I must have my brother back.	- Bet aš privalau susigrąžinti brolį.
Do you still want to look for him?	Tu vis dar nori jo ieškoti?
Is that the castle beyond the Goblin City?	Ar tai pilis už Goblinų miesto?
Turn back before it is too late.	Grįžk, kol dar nevėlu.
It does not look that far.	Neatrodo, kad būtų labai toli.
It is further than you think.	Tai toliau negu tu manai.
It does not look that hard.	Neatrodo, kad bus sudėtinga.
I have to get through this labyrinth.	Turiu pareiti šį labirintą.
- What did you expect fairies to do?	- O ko tu tikėjaisi iš fėjos?
I thought they did nice things.	Maniau, kad jos daro gerus darbus.
That shows what you know, does it not?	Tai parodo, kiek tu žinai, ar ne?
- That is what I thought.	- Būtent taip ir maniau.
- Do you know where the door is?	- Ar žinai, kur yra durys?
- It is hopeless asking you anything.	- Beviltiška tavęs ko nors klausti.
- Not if you ask the right questions.	- Taip nėra, jei užduodi teisingus klausimus.
How do I get into the labyrinth?	Kaip patekti į labirintą?
Now that is more like it.	Dabar daug geriau.
Are you really going in there?	Ar tu tikrai eisi tenai?
I am afraid I have to.	Nors ir bijau, turiu tai padaryti.
Would you go left or right?	Eisi į kairę ar į dešinę?
- They both look the same.	- Abi pusės atrodo taip pat.
- You will not get very far.	- Toli nenueisi.
- Which way would you go?	- Kuriuo keliu eitum? - Aš?
- Me? I would not go either way.	Aš išvis neičiau jokiu keliu.
- If you will not help me, just leave.	- Jei man nepadedi, tai eik sau.
- You take too many things for granted.	- Tu per daug dalykų laikai savaime suprantamais.
- It is a lot better than yours.	- Ji daug geresnė už tavąją.
And do not say I did not warn you.	Ir nesakyk, kad aš tavęs neperspėjau.
This just goes on and on.	Jis tiesiog tęsiasi ir tęsiasi.
- I said 'allo, but close enough.	- Pasakiau 'abas, bet tai labai panašu.
- You are a worm, right?	- Tu kirminas, tiesa?
- Do you know the way through here?	- Ar tu žinai kelią?
- No, I am just a worm.	- Ne, aš tik kirminas.
I have to solve this labyrinth.	Turiu pereiti šį labirintą.
But there are no turns or openings.	Bet čia nėra posūkių ar angų.
It just goes on and on.	Jis tik tęsiasi ir tęsiasi.
- There is one right across there.	- Viena - tiesiai priešpriešinėje sienoje.
- Come have a cup of tea.	- Einam, arbata pavaišinsiu.
- But there is no opening.	- Bet ten nėra jokios angos.
You will see what I mean.	Pamatysi, apie ką kalbu.
Things are not what they seem here.	Čia daiktai nėra tokie, kokie atrodo.
Do not take anything for granted.	Į nieką nežiūrėk, kaip į savaime suprantamą.
- Do not go that way.	- Neik tuo keliu.
- Do not go that way.	- Neik tuo keliu.
- Never go that way. - Oh.	- Niekada neik tuo keliu.
You remind me of the babe.	Tu primeni man vaiką.
- Remind me of the babe.	- Primeni man vaiką.
Is writing on the fragging walka walka!	Rašo ant grindinio plytelių!
Your mother is a fragging aardvark!	Vaikšto visokie, teršia aplinką!
Someone has been changing my marks.	Kažkas keičia mano žymes.
That is right, it is not fair.	Tiesa, taip nesąžininga.
But that is only half of it.	Bet tai tik pusė visko, ką patirsi.
- This was just a dead end.	- Čia buvo kelio pabaiga.
- No, the dead end is behind you.	- Ne, kelio pabaiga tau už nugaros.
What am I supposed to do?	Ką man daryti?
You can only ask one of us.	Gali paklausti tik vieno iš mūsų.
- No, I tell the truth.	- Ne, aš sakau tiesą.
- He could be telling the truth.	- Jis gali sakyti tiesą.
- But then you would not be.	- O tada tu meluoji.
- I could be telling the truth.	- Aš galiu sakyti tiesą.
- Then he would be lying.	- Tada jis meluotų.
I could never do it before.	Niekada anksčiau to nesugebėdavau.
I think I am getting smarter.	Manau, kad tampu protingesnė.
This is a piece of cake.	Paprasta, kaip viens, du, trys.
- Would you like us to let go?	- Ar norėtum, kad tave paleistume?
- We have not got all day.	- Nelauksime gi visą dieną.
It is a big decision for her.	Jai tai svarbus sprendimas.
- Which way do you want to go?	- Kuria kryptim norėtum eiti - viršun ar žemyn?
She should not have gotten this far.	Ji neturėjo nueiti taip toli.
- She will never give up.	- Ji niekada nepasiduos.
The dwarf will lead her back to the beginning.	Nykštukas nuves ją atgal į pradžią.
I knew you would get into trouble.	Žinojau, kad papulsi į bėdą.
So I have come to give you a hand.	Taigi atėjau tau padėti.
You are looking around now, right?	Dabar žvalgaisi aplink, tiesa?
Have you noticed there are no doors?	Ar nepastebėjai, kad nėra jokių durų?
The labyrinth is full of them.	Labirinte pilna jų.
- Do not sound so smart.	- Nelabai sumanu.
You do not even know what an oubliette is.	Tu net nežinai, kas yra požeminis kalėjimas.
Now you need to get out of here.	Dabar tau reikia iš čia išeiti.
I know a short cut out of the labyrinth.	Žinau trumpiausią kelią iš labirinto.
No, I am not giving up now.	Ne, dabar aš nepasiduosiu.
- Why are you so concerned about me?	- Kodėl tu rūpiniesi manimi?
Nice young girl, terrible black oubliette.	Graži jauna mergina, siaubingas juodas požeminis kalėjimas.
- Then I will show you the way out.	- Tada parodysiu tau išėjimą.
- You would do that anyway.	- Tu vis tiek parodysi.
I do not promise nothing, but...	Nieko nepažadu, bet ...
I will take you as far as I can.	Nuvesiu tave kiek galėsiu toliau.
Then you are on your own, right?	Tada liksi viena, sutarta?
I cannot be right all the time.	Negaliu būti teisus visą laiką.
- Go back while you can.	- Grįžk kol dar gali.
- This is not the way.	- Tai ne tavo kelias.
- Take heed and go no further.	- Atkreipk į tai dėmesį ir neik toliau.
Soon it will be too late.	Greit bus per vėlu.
- Oh, no you are not.	- Ne, tu nesi teisingam kely.
- Well, do not do it to us.	- Ką gi, dirbk, tik netrukdyk mums.
But do not expect a big reaction.	Bet nesitikėk didelio poveikio mums.
- Your Majesty, what a nice surprise.	- Jūsų Didenybe, koks malonus siurprizas.
- Hoggle, are you helping this girl?	- Hoglai, ar padedi šiai merginai?
- You are leading her to the castle.	- Tu vedi ją į pilį.
- No, back to the beginning.	- Ne, atgal į pradžią.
What is that plastic thing around your wrist?	Kas čia per plastmasinis daiktas ant tavo riešo?
How are you enjoying my labyrinth?	Kaip tau patinka mano labirintas?
It is a piece of cake.	Labai paprastas.
Then how about upping the stakes?	Tai ką pasakysi apie nediduką pasunkinimą?
- You say that so often.	- Tu tai sakai labai dažnai.
I wonder what your basis for comparison is.	Stebiuosi, kuo remdamasi tu lygini.
Is the labyrinth a piece of cake?	Sakai labirintas labai paprastas?
Let us see you deal with this slice.	Pažiūrėkim, kaip susitvarkysi su štai kuo.
The cleaners, the Bog of Stench.	Valytojai, o Dvoko liūne.
How can I believe anything you say?	Kaip galiu tikėti nors vienu tavo žodžiu?
Let me put it this way:	Leisk tavęs paklausti:
I am a coward and Jareth scares me.	Aš bailys, o Džeretas gąsdina mane.
- What kind of position is that?	- Ir kas tai per padėtis?
You are on your own now.	Dabar lieki viena.
I took you as far as I could go.	Nuvedžiau tave tiek toli, kiek galėjau.
Do not try to embarras me.	Nebandyk manęs gėdinti.
But that is the way it is.	Bet yra taip, kaip yra.
Excuse me, can you help me?	Atsiprašau, ar negalėtumėt man padėti?
What can I do for you?	Kuo galėtume Jums padėti?
I have to get to the castle.	Turiu nueiti į pilį.
- You want to get to the castle.	- Nori nueiti į pilį.
- How is that for brain power?	- Ar iš proto išsikraustei?
Will you listen to this crap.	Ar tu klausysies šių nesąmonių.
- Will you please be quiet?	- Ar nemalonėtum užsičiaupti?
- I am not getting anywhere here.	- Aš niekur iš čia nenueisiu.
I think that is your lot.	Manau, kad pasakyta nemažai.
Please leave a contribution in the box.	Mokestį prašau įdėti į dėžę.
I guess I can spare this.	Spėju, kad galiu apsieiti ir be šito.
You did not have to give him that.	Tu neprivalėjai jam nieko duoti.
He did not tell you anything.	Jis nieko tau nepasakė.
There go a couple of suckers.	Štai eina porelė mulkių.
It is so stimulating being your hat.	Taip įdomu būti tavo kepure.
I have never been anyone's friend before.	Aš niekada anksčiau nebuvau niekieno draugas.
- Are you my friend or not?	- Tu mano draugas, ar ne?
He looks after himself like everyone.	Jis paiso tik savo reikalų,kaip ir visi.
Things are not always what they seem in here.	Tiesiog čia daiktai ne visada yra tokie, kokie atrodo.
Try this for size, you big yeti!	Pamėgink šitą, tu - didelis sniego žmogau!
If only I had something to throw.	Jei tik rasčiau ką mesti.
Do you not want me to help you down?	Nenori, kad padėčiau nulipti žemyn?
You seem like such a nice beast.	Tu panašus į labai gražų žvėrį.
I want to ask you something.	Noriu tavęs paklausti.
I have to get to the castle.	Turiu patekti į pilį.
Does anyone know how to get through?	Ar kas nors žino kaip pereiti?
She will never get through it.	ji niekada nepereis labirinto.
Which of these two ugly characters should we choose?	Kurį iš šių dviejų bjaurių veikėjų reiktų pasirinkti?
It is very rude to stare.	Labai nemandagu spoksoti.
I was just wondering which door to choose.	Tik mąsčiau, kurias duris pasirinkti.
Do not talk with your mouth full.	Nekalbėk pilna burna.
It is no good talking to him.	Nėra prasmes su juo kalbėtis.
He is deaf as a post.	Jis kurčias kaip apuokas.
Mumble, mumble. You are great conversation.	Burbur, murmur Malonu su tavim kalbėtis.
- All you do is moan!	- Tu tik dejuoji!
- Where do these doors lead?	- Kur veda šios durys?
- How do I get through?	- Kaip patekti vidun?
- Knock and the door will open.	- Pasibelsk ir durys atsidarys.
He does not want his ring back?	Jis nenori įsikąsti žiedo?
I cannot say I blame him.	Negaliu sakyti, jog kaltinu jį už tai.
He is a lively little chap.	Jis gyvas mielas vaikinukas.
I think I will call him Jareth.	Manau pavadinsiu jį Džeretu.
Imagine a big thing like you being scared.	Įsivaizduok tokį didelį kaip tu išsigandusį.
There is nothing to be afraid of.	Čia nėra ko bijoti.
But no, not after my warnings.	Bet ne, tik ne po mano įspėjimo.
Me help her after your warnings?	Aš padedu jai po Jūsų įspėjimo?
I have just noticed your lovely jewels are missing.	Ką tik pastebėjau, kad dingę tavo puikiosios brangenybės.
I have a much better plan.	Aš turiu daug geresnį planą.
- Is it going to hurt the lady?	- Ar tai sužeis panelę?
- I will do nothing to harm her.	- Aš nedarysiu nieko, kas jai pakenktų.
- Prince of the Land of Stench!	- Dvoko žemės princu!
We just want to have a good time!	Mes tik norim pasilinksminti!
Hey, her head does not come off.	Ei, jos galva nenusiima.
- Of course it does not!	- Žinoma, nenusiima!
- Where are you going with that head?	- Kur eini su ta galva?
- Hey man, let us take off her head.	- Ei, žmogau, leisk mums nuimti jos galvą.
- You can only throw your own!	- Gali mesti tik savo galvą!
- Now we will take your head off!	- Dabar mes nuimsim tavo galvą!
- Come back and play the game!	- Grįžk ir žaisk!
- We want to throw your head!	- Mes norim mesti tavo galvą!
- Do you want to take your head off?	- Ar nori nuimti jos galvą?
- Do you want to look like us?	- Nori atrodyti kaip mes?
- You do not need two ears.	- Tau nereikia dviejų ausų.
Hoggle, you came to help me!	Hoglai, tu atėjai man padėti!
- The Bog of Eternal Stench!	- Amžino Dvoko liūnas
I have never smelt anything like it.	Niekada neuosčiau nieko panašaus.
It does not matter what it is like.	Visai nesvarbu į ką tai panašu.
It is the Bog of Eternal Stench.	Tai Amžino Dvoko liūnas.
- Why did you do a thing like that?	- Kodėl tu tai padarei?
- Do you mean rescue you?	- Nori pasakyti, išgelbėjau tave?
- Do not pretend to be so hard.	- Nebūk pikčiurna.
I just came to get my property back.	Aš tik grįžau atsiimti savo turtų.
- We have to get across.	- Mes turim pereiti.
- Without my permission no one crosses.	- Be mano leidimo niekas nepereis.
I only have little time left.	Man liko labai mažai laiko.
- We must get out of this stench!	- Privalom išeiti iš šio liūno!
But I live by my sense of smell.	Bet nosis yra mano pragyvenimo šaltinis.
- Get out of my way!	- Traukis iš kelio!
- I am sworn to do my duty.	- Aš prisiekiau atlikti savo pareigą.
- I do not wish to hurt you.	- Aš nenoriu sužeisti tavęs.
- Hoggle, what are you doing?	- Hoglai, ką tu darai?
Let go of my staff, sir!	Pone, paleiskit mano įrankį!
Thou must do better than that.	Tamsta gali kautis geriau.
Never before have I met my match in battle.	Niekada anksčiau nebuvau sutikęs sau lygaus mūšyje.
- Are you all right, Ludo?	- Ar viskas gerai, Ludo?
Sir Ludo, now I, Sir Didymus, yield to thee.	Pone Ludo, dabar aš, ponas Didymusas, pasiduodu tamstai.
This bridge has lasted a thousand years.	Šis tiltas stovėjo tūkstančius metų.
Fear not, fair maiden, I will save thee!	Nebijokit, jauna panele, aš tamstą išgelbėsiu!
- Canst thou summon the very rocks?	- Ar negalėtum pašaukti didelių akmenų?
Ambrosius, you can come out now.	Ambrozijau, dabar gali išlįsti.
Just close your eyes and go.	Tiesiog užsimerk ir eik.
Let us get out of here.	Greičiau nešdinkimės iš čia.
I would not do that if I were you.	Tavim dėtas to nedaryčiau.
I cannot give it to her.	Negaliu jai to duoti.
We should reach the castle well before day.	Pasieksime pilį dar neišaušus.
Is this what you are trying to find?	Ar ne šito tu ieškojai?
So much trouble over such a little thing.	Tiek daug triukšmo dėl menkniekio.
She will soon forget about you, my fine fellow.	Ji greit pamirš tave, mano puikusis bičiuli.
Is that my stomach or yours, Ambrosius?	Tai mano pilvas ar tavo, Ambrozijau?
Maybe we can find some berries.	Gal būt rasime kokių uogų.
The castle doth lie yonder, my lady.	Pilis yra ten tolumoje, mano ponia.
I have lost my only friend.	Praradau vienintelį savo draugą.
That is what I have done.	Štai ką aš padariau.
- And where were you going?	- Ir ko gi tu ieškojai?
Then you cannot look where you are going!	Tada tu negalėjai žiūrėti sau po kojomis!
- I was searching for something.	- Kažko ieškojau.
Let us see if Daddy is back.	Pažiūrėkim, ar tėvelis grįžo.
There is nothing for you out there.	Ten nėra nieko įdomaus.
- What have we got here?	- Ką gi mes čia turime?
It is a pencil box with pencils in it.	Tai pieštukinė su pieštukais.
You never wanted to throw them away.	Tu niekada nenorėjai jų išmesti.
And you have a printing game.	Ir štai spausdinimo žaidimas.
And here is dear old Flopsy.	O štai senoji mieloji Flopsi.
There is Charlie Bear for you.	Štai tavo meškiukas Čarlis.
- I was looking for something.	- Aš kažko ieškojau.
Everything you care about is right here.	Viskas, kas tau rūpi, yra čia.
Through dangers untold and hardships unnumbered -	Per nenusakomus pavojus ir nesuskaitomas kliūtis -
Do you not like your toys?	Tau nepatinka tavieji žaisliukai?
Those are the gates to the Goblin City.	Tai vartai į Goblinų miestą.
We do not have much time.	Liko nedaug laiko.
- Sir Didymus, we must go quietly.	- Pone Didymusai, mes turim eiti tyliai.
- You will wake the guard.	- Jūs pažadinsit sargybinį.
I shall fight you all to the death!	Aš visus jus nugalėsiu!
But I am not a coward?	Bet juk aš ne bailys?
And my sense of smell is keen?	Ir aš viską greit suvokiu?
It is only a Goblin City.	Tai tik Goblinų miestas.
How do you drive this thing?	Kaip vairuoti šį daiktą?
I am not asking to be forgiven.	Aš neprašau atleidimo.
I am not ashamed of what I did.	Aš nesigėdiju to, ką padariau.
Jareth made me give you that peach.	Džeretas privertė mane duoti tau persiką.
Think of me what you will.	Galvok apie mane, ką nori.
I told you I was a coward.	Juk sakiau, kad aš bailys.
And I do not want to be friends.	Ir kad nenoriu būti draugu.
Rarely have I seen such courage.	Retai kada pamatysi tokią drąsą.
- You are a valiant man, sir.	- Tu drąsus vyrukas, pone.
Let us get that rat Jareth.	Prigriebkim tą žiurkę Džeretą.
The girl who ate the peach and forgot everything...	Mergina, kuri suvalgė persiką ir viską pamiršo ...
Take the baby and hide it.	Paimkite vaiką ir paslėpkite jį.
- I think we will make it.	- Manau, kad mums pavyks.
You are going the wrong way!	Tu bėgi ne į tą pusę!
Can we please talk about this?	Ar negalėtume apie tai pasikalbėti?
- How will Ludo get in?	- Kaip įeis Ludo?
That is the only way he could have gone.	Tai vienintelis kelias, kuriuo jis galėjo išeiti.
- No, I must face him alone.	- Ne, privalau susitikti su juo viena.
- That is the way it is done.	- Todėl, kad taip turi būti.
What have you done that was generous?	Ir ką tokio dosnaus tu padarei?
Everything that you wanted, I have done.	Viską, ko tu norėjai, aš išpildžiau.
You asked that the child be taken.	Tu paprašei paimti vaiką.
I am exhausted from living up to your expectations.	Aš pavargau gyventi pagal tavo lūkesčius.
Through dangers untold and hardships unnumbered -	Per nenusakomus pavojus ir nesuskaitomas kliūtis -
For my will is as strong as yours.	Nes mano valia tokia pat stipri kaip ir tavoji.
Look what I am offering you.	Žiūrėk, ką tau siūlau.
I can never remember that line.	Aš niekada neprisiminsiu šios eilutės.
You have no power over me.	Tu neturi man jokios galios.
I would like Lancelot to belong to you now.	Norėčiau, kad Lancelotas dabar priklausytų tau.
And remember, fair maiden, should you need us...	Ir prisimink, gražioji mergele, jei tau mūsų prireiks ...
Should you need us for any reason at all...	Jei tik mūsų prireiks dėl kokios nors priežasties ...
Well, why did you not say so?	Ką gi, kodėl tu anksčiau to nesakei?
I say, does anybody want to play Scrabble?	Sakyčiau, gal kas nori sužaisti Žodžių loto?
Necronomicon ex Mortis, roughly translated, "Book of the Dead".	Necronomicon ex Mortis, verčiant paraidžiui, "Mirusiųjų knyga".
When the seas ran red with blood.	Kada jūros bangavo krauju.
In the year 1300 AD, the book disappeared.	1300 metais po Kristaus, knyga dingo.
So what do you think kid?	Tai ką galvoji, mažule?
I feel funny about being here.	Man šiek tiek keista čia būti.
With your car, they'd believe it.	Na taip, kalbant apie tavo turimą kledarą, jie tikrai patikės.
Department of Ancient History, log entry number two.	Senovės istorijos katedra, įrašo numeris du.
Morturom Demonto, the "Book of the Dead".	Morturom Demonto, "Mirusiųjų knyga".
It was here that I began the translations.	Tai vieta, kur aš pradėjau vertimus.
The book speaks of a spiritual presence.,	Knyga pasakoja apie dvasios egzistavimą.
Included here are the phonetic pronunciations of those passages.	Šiose ištraukose yra užrašyti ir fonetiniai tarimai.
For now. Gotta blow out of here for now...	Kol kas tiek.
Gotta, I gotta get a grip on myself..	Aš turiu, aš privalau susimti...
Yeah, I got your telegram. Thanks.	Taigi, aš turiu tau telegramą.
So what condition are they in?	Dėkui. Tai kokios jie būklės?
They haven't aged a day in 3000 years.	Per 3000 metų jiems nieko nenutiko.
When do we begin the translations?	Kada pradėsime vertimus?
Is everything all set with my father?	Ar viskas suderinta su mano tėvu?
There's no phone in the cabin.	Trobelėje nėra telefono.
But just possibly, a doorway to another world?	O galbūt vartus į kitą pasaulį?
Even now we have your darling Linda's soul.	Netgi dabar laikome tavo brangiosios Lindos sielą.
Please Ash... please don't hurt me.	Prašau Ešai... Prašau nežalok manęs.
You swore- you swore that we'd always be together.	Tu prisiekei - tu prisiekei, jog mes amžinai būsime drauge.
We just cut up our girlfriend with a chainsaw.	Mes tiesiog išpjaustysime mūsų merginą su grandininiu pjūklu.
Is this the road to the Knowby cabin?	Ar tai kelias į Knovbio trobelę?
There must be another way in.	Turi būti kitas kelias vidun.
There's gotta be another road or something.	Turi būti kitas kelias ar kažkas panašaus.
You could uh, follow Bobby Joe and me.	Na, jei tu sektum mane ir Bobi Džo, galėčiau parodyti, kaip iki ten nusigauti.
Gotcha didn't I you little sucker?	Prigavau tave mažas šikniau?
You just sit still for a minute.	Tu pažįsti šitą šunsnukį?
What the hell did you do to them?	Ką tu padarei jiems?
What the hell did you do to them?	Ką tu po galais jiems padarei?
I hope you rot down there.	Tikuosi, jog tu čia supūsi.
But these are my father's things.	Bet šie daiktai yra mano tėvo.
Last night Henrietta tried to... kill me.	Praeitą naktį Henrieta bandė... Nužudyti mane.
It's now October 1st, 4:33 PM.	Šiandien Spalio pirmoji diena, 16:33.
I buried her in the cellar.	Tad aš ją nutempiau žemyn laiptais... Ir palaidojau. Aš ją palaidojau rusyje.
It's a trick, I know it!	Tai tik apgaulė, žinau tą!
out in those woods, in the dark... something...	tarp medžių miške, tamsoje..
something that's come back from the dead.	Kažkas... Kažkas kas sugrįžo iš mirųsiųjų pasaulio. Prašau!
Please let's just get the hell out of here!	Prašau tiesiog dingstame iš čia!
We're going to get on that trail	Mes grįšimetuo pačiu taku.
Nobody's going out that door, not till daylight.	Niekas neišeis pro tas duris, kol neateis diena.
You were born September 2nd, 1962.	Tu gimei rugsėjo antrą dieną, 1962.
That thing in the cellar is not my mother.	Tas daiktas rūsyje nėra mano motina.
That trail we came in here on?	Kelias kuriuo atvykome čia.
It just ain't there no more.	Jis dingo.
Like, like the woods just swallowed her up.	Atrodo, atrodo, jog medžiai jį surijo.
In the pages of the book.	Knygos puslapiuose. Pacituok ištraukas.
You're holding my hand too tight.	Tu laikai mano ranka per stipriai.
Baby, I ain't holding your hand.	Mažule, aš tavo rankos nelaikau.
We gotta go out there and find her.	Mes turime išeiti iš čia ir surasti ją.
Felt like someone just walked over my grave.	Pasijaučiau taip, jog kažkas būtų perlipęs per mano kapą.
He was prophesied to have destroyed the Evil.	Buvo išpranašauta, kad jis bus tas, kuris sunaikins Blogį.
Didn't do a very good job...	Nepakankamai gerai pasitarnavo...
Why the hell would we want to do that?	Kokio velnio mes norėtume tai daryti?
At least that's the best translation that I can	Na, bent tai geriausias vertimas, kokį galiu pasiūlyti.
With these pages, at least we have a chance.	Su šiomis ištraukomis, bent turėsime šansą.
